First.Author,PYear,EYear,Location,Lontitude,Latitude,Country,Genotype,Cultivar,Nitrogen,Nmass,CO2,N,HD.SR,HD.MeanSR,HD.MaxT35,HD.MaxT26,HD.MaxT3,HD.MaxT5,HD.MeanT,HD.MinT,HD.MaxT,HD.RangeT,HD.MeanVPD,HD.PRE,PM.SR,PM.MeanSR,PM.MaxT35,PM.MaxT26,PM.MaxT3,PM.MaxT5,PM.MeanT,PM.MinT,PM.MaxT,PM.RangeT,PM.MeanVPD,PM.PRE
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1144.5821,18.76364098,0,0,0,0,16.52172131,12.46754098,20.57590164,8.108360656,1.47704918,167.29,701.7644,14.62009167,0,0,0,0,20.17375,16.69770833,23.64979167,6.952083333,2,297.35
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,AMB,4,1070.9222,17.55610164,0,0,0,0,17.61483607,13.7704918,21.45918033,7.688688525,1.673770492,350.44,838.7919,17.47483125,0,0,0,0,22.85541667,19.106875,26.60395833,7.497083333,2.3375,199.07
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1174.8799,19.91321864,0,0,0,0,16.24194915,12.10559322,20.37830508,8.272711864,1.469491525,233.72,788.634,16.429875,0,0,0,0,20.38177083,16.51770833,24.24583333,7.728125,1.985416667,199.6
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1112.2291,18.85134068,0,0,0,0,16.37677966,12.29966102,20.45389831,8.154237288,1.457627119,165.08,708.9994,14.77082083,0,0,0,0,20.15614583,16.67708333,23.63520833,6.958125,1.989583333,297.04
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Akitakomachi,MN,9,FACE,4,1033.0032,17.50852881,0,0,0,0,17.44805085,13.60118644,21.29491525,7.693728814,1.654237288,348.08,836.2149,17.42114375,0,0,0,0,22.8228125,19.13979167,26.50583333,7.366041667,2.34375,201.1
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,9,AMB,4,1246.7254,19.48008438,0,0,0,0,16.465,12.415625,20.514375,8.09875,1.5,242.1,708.4845,16.86867857,0,0,0,0,20.5572619,16.58571429,24.52880952,7.943095238,1.997619048,188.99
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,9,AMB,4,1174.4615,18.35096094,0,0,0,0,16.73101563,12.74265625,20.719375,7.97671875,1.515625,208.35,615.2324,14.64839048,0,0,0,0,20.00404762,16.52119048,23.48690476,6.965714286,1.969047619,261.93
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,9,AMB,4,1127.7692,17.62139375,0,0,0,0,17.85507813,14.03,21.68015625,7.65015625,1.7046875,358.27,715.6469,17.0392119,0,0,0,0,22.88,19.22166667,26.53833333,7.316666667,2.35952381,195.26
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,9,FACE,4,1220.3964,19.37137143,0,0,0,0,16.40769841,12.36095238,20.45444444,8.093492063,1.496825397,242.06,708.9765,16.88039286,0,0,0,0,20.54833333,16.6152381,24.48142857,7.866190476,1.995238095,187.31
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,9,FACE,4,1169.2021,18.55876349,0,0,0,0,16.67785714,12.65333333,20.70238095,8.049047619,1.503174603,197.53,616.2364,14.67229524,0,0,0,0,20.00369048,16.52452381,23.48285714,6.958333333,1.969047619,278.91
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,9,FACE,4,1113.8542,17.6802254,0,0,0,0,17.78134921,13.94047619,21.62222222,7.681746032,1.693650794,353.15,718.0779,17.09709286,0,0,0,0,22.87238095,19.22261905,26.52214286,7.29952381,2.35952381,194.42
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,9,AMB,4,1343.0324,19.75047647,0,0,0,0,16.69022059,12.59735294,20.78308824,8.185735294,1.519117647,246.6,640.4548,15.24892381,0,0,0,0,20.64452381,16.84047619,24.44857143,7.608095238,2.052380952,248.41
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,9,AMB,4,1236.0514,18.17722647,0,0,0,0,16.97823529,13.02470588,20.93176471,7.907058824,1.548529412,231.43,612.1664,14.57539048,0,0,0,0,20.02321429,16.525,23.52142857,6.996428571,1.978571429,253.54
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,9,AMB,4,1201.2252,17.66507647,0,0,0,0,18.08588235,14.28985294,21.88191176,7.592058824,1.733823529,377.39,716.0745,17.04939286,0,0,0,0,22.89857143,19.12428571,26.67285714,7.548571429,2.345238095,178.26
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,9,FACE,4,1302.6584,19.73724848,0,0,0,0,16.59492424,12.50181818,20.6880303,8.186212121,1.507575758,242.18,679.1175,16.16946429,0,0,0,0,20.61892857,16.69547619,24.54238095,7.846904762,2.023809524,204.46
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,9,FACE,4,1209.0775,18.31935606,0,0,0,0,16.85409091,12.87090909,20.83727273,7.966363636,1.53030303,214.8,626.352,14.91314286,0,0,0,0,20.05333333,16.50785714,23.59880952,7.090952381,1.971428571,248.23
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,9,FACE,4,1162.8202,17.61848788,0,0,0,0,17.96060606,14.16075758,21.76045455,7.59969697,1.718181818,369.7,727.3559,17.31799762,0,0,0,0,22.89714286,19.13452381,26.6597619,7.525238095,2.347619048,180.15
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,9,AMB,4,1441.7394,19.74985479,0,0,0,0,16.915,12.79452055,21.03547945,8.240958904,1.539726027,252.75,613.4051,14.60488333,0,0,0,0,20.68785714,16.95071429,24.425,7.474285714,2.080952381,267.96
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,9,AMB,4,1301.7997,17.8328726,0,0,0,0,17.19609589,13.31780822,21.07438356,7.756575342,1.583561644,239.36,639.5706,15.22787143,0,0,0,0,19.76047619,16.03285714,23.48809524,7.455238095,1.923809524,241.09
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,9,AMB,4,1266.2307,17.34562603,0,0,0,0,18.37794521,14.65945205,22.09643836,7.436986301,1.776712329,410.05,725.6559,17.27752143,0,0,0,0,22.45761905,18.51952381,26.39571429,7.876190476,2.266666667,224.85
Hasegawa,2013,2007,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,9,FACE,4,1392.1374,19.60756901,0,0,0,0,16.78091549,12.71929577,20.84253521,8.123239437,1.526760563,252.75,634.3108,15.1026381,0,0,0,0,20.74714286,16.90619048,24.58809524,7.681904762,2.078571429,259.17
Hasegawa,2013,2008,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,9,FACE,4,1277.9894,17.9998507,0,0,0,0,17.10014085,13.19464789,21.0056338,7.810985915,1.566197183,236.58,645.5185,15.3694881,0,0,0,0,19.90309524,16.21261905,23.59357143,7.380952381,1.942857143,233.51
Hasegawa,2013,2010,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,9,FACE,4,1228.9997,17.30985493,0,0,0,0,18.23485915,14.50183099,21.96788732,7.466056338,1.75915493,405.37,741.8355,17.66275,0,0,0,0,22.6852381,18.73380952,26.63666667,7.902857143,2.292857143,154.03
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,8,AMB,4,1145.505,17.89851563,0,0,0,0,21.87640625,18.17359375,25.57921875,7.405625,2.0609375,333.14,931.4945,19.40613542,0,0,0,0,27.409375,23.40916667,31.40958333,8.000416667,2.76875,125.32
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Kinuhikari,MN,8,AMB,4,1231.386,18.10861765,0,0,0,0,22.28779412,18.54632353,26.02926471,7.482941176,2.116176471,337.17,807.8365,19.23420238,0,0,0,0,27.30333333,23.37285714,31.23380952,7.860952381,2.754761905,121.35
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,AMB,4,1281.024,18.30034286,0,0,0,0,22.45328571,18.69842857,26.20814286,7.509714286,2.134285714,337.21,804.0925,19.14505952,0,0,0,0,27.24666667,23.29738095,31.19595238,7.898571429,2.742857143,120.6
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Nipponbare,MN,8,AMB,4,1385.202,18.46936,0,0,0,0,22.81426667,19.0476,26.58093333,7.533333333,2.181333333,342.05,751.0295,18.7757375,0,0,0,0,27.12425,23.1475,31.101,7.9535,2.7225,119.09
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Matsuribare,MN,8,AMB,4,1396.611,18.37646053,0,0,0,0,22.86052632,19.11276316,26.60828947,7.495526316,2.190789474,348.71,777.4475,18.51065476,0,0,0,0,27.06107143,23.11,31.01214286,7.902142857,2.719047619,128.08
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Mineharuka,MN,8,AMB,4,1231.386,18.10861765,0,0,0,0,22.28779412,18.54632353,26.02926471,7.482941176,2.116176471,337.17,807.8365,19.23420238,0,0,0,0,27.30333333,23.37285714,31.23380952,7.860952381,2.754761905,121.35
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Toyama 80,MN,8,AMB,4,1254.043,18.17453623,0,0,0,0,22.37695652,18.63318841,26.12072464,7.487536232,2.126086957,337.2,806.2135,19.19555952,0,0,0,0,27.2722619,23.32738095,31.21714286,7.889761905,2.747619048,120.57
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Eminokizuna,MN,8,AMB,4,1254.043,18.17453623,0,0,0,0,22.37695652,18.63318841,26.12072464,7.487536232,2.126086957,337.2,806.2135,19.19555952,0,0,0,0,27.2722619,23.32738095,31.21714286,7.889761905,2.747619048,120.57
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Wa2398,MN,8,AMB,4,1254.043,18.17453623,0,0,0,0,22.37695652,18.63318841,26.12072464,7.487536232,2.126086957,337.2,806.2135,19.19555952,0,0,0,0,27.2722619,23.32738095,31.21714286,7.889761905,2.747619048,120.57
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Kanto 257,MN,8,AMB,4,1281.024,18.30034286,0,0,0,0,22.45328571,18.69842857,26.20814286,7.509714286,2.134285714,337.21,804.0925,19.14505952,0,0,0,0,27.24666667,23.29738095,31.19595238,7.898571429,2.742857143,120.6
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Kanto 259,MN,8,AMB,4,1364.004,18.43248649,0,0,0,0,22.7425,18.98391892,26.50108108,7.517162162,2.171621622,340.98,786.4615,18.72527381,0,0,0,0,27.1222619,23.15642857,31.08809524,7.931666667,2.723809524,120.98
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Saikai 290,MN,8,AMB,4,1385.202,18.46936,0,0,0,0,22.81426667,19.0476,26.58093333,7.533333333,2.181333333,342.05,785.4735,18.70175,0,0,0,0,27.105,23.14238095,31.06761905,7.925238095,2.721428571,126.18
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Akitakomachi,MN,8,FACE,4,1103.801,17.80324194,0,0,0,0,21.72298387,18.06322581,25.38274194,7.319516129,2.038709677,332.43,932.2095,19.42103125,0,0,0,0,27.30708333,23.288125,31.32604167,8.037916667,2.7625,125.87
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Kinuhikari,MN,8,FACE,4,1231.386,18.10861765,0,0,0,0,22.28779412,18.54632353,26.02926471,7.482941176,2.116176471,337.17,807.8365,19.23420238,0,0,0,0,27.30333333,23.37285714,31.23380952,7.860952381,2.754761905,121.35
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,FACE,4,1254.043,18.17453623,0,0,0,0,22.37695652,18.63318841,26.12072464,7.487536232,2.126086957,337.2,806.2135,19.19555952,0,0,0,0,27.2722619,23.32738095,31.21714286,7.889761905,2.747619048,120.57
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Nipponbare,MN,8,FACE,4,1364.004,18.43248649,0,0,0,0,22.7425,18.98391892,26.50108108,7.517162162,2.171621622,340.98,747.5725,18.6893125,0,0,0,0,27.129125,23.18925,31.069,7.87975,2.73,120.25
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Matsuribare,MN,8,FACE,4,1385.202,18.46936,0,0,0,0,22.81426667,19.0476,26.58093333,7.533333333,2.181333333,342.05,785.4735,18.70175,0,0,0,0,27.105,23.14238095,31.06761905,7.925238095,2.721428571,126.18
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Mineharuka,MN,8,FACE,4,1211.273,18.07870149,0,0,0,0,22.19529851,18.44895522,25.94164179,7.492686567,2.102985075,336.19,812.2855,19.34013095,0,0,0,0,27.36095238,23.40714286,31.3147619,7.907619048,2.761904762,120.7
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Toyama 80,MN,8,FACE,4,1231.386,18.10861765,0,0,0,0,22.28779412,18.54632353,26.02926471,7.482941176,2.116176471,337.17,807.8365,19.23420238,0,0,0,0,27.30333333,23.37285714,31.23380952,7.860952381,2.754761905,121.35
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Eminokizuna,MN,8,FACE,4,1254.043,18.17453623,0,0,0,0,22.37695652,18.63318841,26.12072464,7.487536232,2.126086957,337.2,806.2135,19.19555952,0,0,0,0,27.2722619,23.32738095,31.21714286,7.889761905,2.747619048,120.57
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Wa2398,MN,8,FACE,4,1254.043,18.17453623,0,0,0,0,22.37695652,18.63318841,26.12072464,7.487536232,2.126086957,337.2,806.2135,19.19555952,0,0,0,0,27.2722619,23.32738095,31.21714286,7.889761905,2.747619048,120.57
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Kanto 257,MN,8,FACE,4,1281.024,18.30034286,0,0,0,0,22.45328571,18.69842857,26.20814286,7.509714286,2.134285714,337.21,804.0925,19.14505952,0,0,0,0,27.24666667,23.29738095,31.19595238,7.898571429,2.742857143,120.6
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Kanto 259,MN,8,FACE,4,1364.004,18.43248649,0,0,0,0,22.7425,18.98391892,26.50108108,7.517162162,2.171621622,340.98,786.4615,18.72527381,0,0,0,0,27.1222619,23.15642857,31.08809524,7.931666667,2.723809524,120.98
Usui,2014,2012,Tsukuba,140.07,36.08,Japan,Japonica,Saikai 290,MN,8,FACE,4,1385.202,18.46936,0,0,0,0,22.81426667,19.0476,26.58093333,7.533333333,2.181333333,342.05,785.4735,18.70175,0,0,0,0,27.105,23.14238095,31.06761905,7.925238095,2.721428571,126.18
Zhang GY,2015,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,8,AMB,4,1130.5633,17.66505156,0,0,0,0,18.21726563,14.4315625,22.00296875,7.57140625,1.7484375,349.57,725.9529,17.28459286,0,0,0,0,22.93083333,19.14,26.72166667,7.581666667,2.35,179.61
Zhang GY,2015,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,8,FACE,4,1130.5633,17.66505156,0,0,0,0,18.21726563,14.4315625,22.00296875,7.57140625,1.7484375,349.57,725.9529,17.28459286,0,0,0,0,22.93083333,19.14,26.72166667,7.581666667,2.35,179.61
Zhang GY,2015,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,8,AMB,4,1179.8068,17.3501,0,0,0,0,18.43397059,14.71102941,22.15691176,7.445882353,1.780882353,378.38,719.4545,17.54767073,0,0,0,0,22.7702439,18.85365854,26.68682927,7.833170732,2.309756098,154.03
Zhang GY,2015,2010,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,8,FACE,4,1171.0883,17.47892985,0,0,0,0,18.38313433,14.63507463,22.13119403,7.496119403,1.771641791,373.8,728.6757,17.34942143,0,0,0,0,22.73797619,18.86285714,26.61309524,7.750238095,2.30952381,168.28
Zhang GY,2015,2010,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,8,AMB,4,1274.0508,17.45275068,0,0,0,0,18.80089041,15.08328767,22.51849315,7.435205479,1.824657534,387.12,715.808,17.04304762,0,0,0,0,22.02238095,18.04190476,26.00285714,7.960952381,2.207142857,268
Zhang GY,2015,2010,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,8,FACE,4,1252.9028,17.40142778,0,0,0,0,18.71673611,15.01125,22.42222222,7.410972222,1.815277778,386.99,715.348,17.03209524,0,0,0,0,22.18428571,18.24428571,26.12428571,7.88,2.233333333,270.06
Zhang GY,2015,2011,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,8,AMB,4,1301.8713,18.59816143,0,0,0,0,17.67878571,13.76685714,21.59071429,7.823857143,1.685714286,326.43,613.977,14.6185,0,0,0,0,20.9027381,17.52119048,24.28428571,6.763095238,2.116666667,169.16
Zhang GY,2015,2011,Shizukuishi,140.97,39.69,Japan,Japonica,Akita 63,MN,8,FACE,4,1289.4673,18.68793188,0,0,0,0,17.67072464,13.74217391,21.59927536,7.857101449,1.685507246,326.18,619.389,14.74735714,0,0,0,0,20.90154762,17.51285714,24.2902381,6.777380952,2.111904762,168.58
Zhang GY,2015,2011,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,8,AMB,4,1331.1963,18.4888375,0,0,0,0,17.74194444,13.83972222,21.64416667,7.804444444,1.693055556,327.59,605.148,14.75970732,0,0,0,0,21.01402439,17.59341463,24.43463415,6.841219512,2.134146341,172.88
Zhang GY,2015,2011,Shizukuishi,140.97,39.69,Japan,Japonica,Koshihikari,MN,8,FACE,4,1311.9913,18.4787507,0,0,0,0,17.69507042,13.7971831,21.59295775,7.795774648,1.687323944,326.67,615.268,14.6492381,0,0,0,0,20.96214286,17.55357143,24.37071429,6.817142857,2.126190476,173.12
Zhang GY,2015,2011,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,8,AMB,4,1455.4193,18.65922179,0,0,0,0,18.17282051,14.23679487,22.10884615,7.872051282,1.743589744,341.09,550.0098,13.09547143,0,0,0,0,20.57309524,17.31928571,23.82690476,6.507619048,2.097619048,229.44
Zhang GY,2015,2011,Shizukuishi,140.97,39.69,Japan,Indica,Takanari,MN,8,FACE,4,1415.4033,18.62372763,0,0,0,0,18.03296053,14.10618421,21.95973684,7.853552632,1.727631579,334.23,578.918,13.7837619,0,0,0,0,20.83130952,17.52452381,24.13809524,6.613571429,2.123809524,203.22
Usui,2016,2010,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,AMB,4,1227.753,18.32467164,0,0,0,0,23.71328358,19.92731343,27.49925373,7.571940299,2.285074627,392.99,822.5621,19.12935116,3,2,0,0,28.28837209,24.59162791,31.98511628,7.393488372,2.809302326,201.39
Usui,2016,2011,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,FACE,4,1175.0487,17.80376818,0,0,0,0,23.38848485,19.56393939,27.2130303,7.649090909,2.227272727,324.1,728.9106,16.56615,1,0,0,0,26.29181818,22.90318182,29.68045455,6.777272727,2.709090909,343.81
Usui,2016,2012,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,AMB,4,1326.618,18.42525,0,0,0,0,22.74111111,18.98916667,26.49305556,7.503888889,2.172222222,339.77,769.8165,18.7760122,0,0,0,0,27.14390244,23.21512195,31.07268293,7.857560976,2.731707317,121.23
Usui,2016,2010,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,FACE,4,1295.771,18.25029577,0,0,0,0,23.95478873,20.20295775,27.70661972,7.503661972,2.326760563,419.48,821.7911,19.56645476,3,2,0,0,28.27166667,24.4447619,32.09857143,7.653809524,2.776190476,150.9
Usui,2016,2011,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,AMB,4,1238.1895,17.43928873,0,0,0,0,23.4821831,19.71478873,27.24957746,7.534788732,2.243661972,395.9,666.9608,17.10155897,1,0,0,0,26.43538462,22.98538462,29.88538462,6.9,2.730769231,258.52
Usui,2016,2012,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,FACE,4,1281.311,18.30444286,0,0,0,0,22.58028571,18.83185714,26.32871429,7.496857143,2.152857143,338.3,756.5755,18.9143875,0,0,0,0,27.231875,23.30025,31.1635,7.86325,2.7475,120.53
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Japonica,Wuyunjing21,MN,15,AMB,3,926.0411,15.18100164,0,11,0,0,26.04213115,23.14918033,28.93508197,5.785901639,2.827868852,478.93,598.9424,12.22331429,0,0,0,0,23.31438776,20.48346939,26.14530612,5.661836735,2.395918367,219.66
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Japonica,Wuyunjing21,MN,15,FACE,3,901.786,15.28450847,0,11,0,0,26.12288136,23.21084746,29.03491525,5.824067797,2.837288136,416.8,562.9801,11.72875208,0,0,0,0,23.58,20.90854167,26.25145833,5.342916667,2.441666667,315.86
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Japonica,Yangfugeng8,MN,15,AMB,3,1017.0734,14.95696176,0,11,0,0,25.85492647,22.98397059,28.72588235,5.741911765,2.801470588,498.18,734.6181,13.35669273,0,0,0,0,21.97672727,18.72436364,25.22909091,6.504727273,2.165454545,200.51
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Japonica,Yangfugeng8,MN,15,FACE,3,978.5154,14.82599091,0,11,0,0,25.86765152,23.03166667,28.70363636,5.671969697,2.804545455,497.35,732.0341,13.30971091,0,0,0,0,22.32790909,19.14745455,25.50836364,6.360909091,2.22,201.15
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Hybrid indica,Shanyou63,MN,15,AMB,3,952.4734,14.88239688,0,11,0,0,25.9275,23.081875,28.773125,5.69125,2.8140625,496.45,545.9875,12.13305556,0,0,0,0,23.322,20.51377778,26.13022222,5.616444444,2.393333333,206.41
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Hybrid indica,Shanyou63,MN,15,FACE,3,965.6654,14.85639077,0,11,0,0,25.89853846,23.05707692,28.74,5.682923077,2.809230769,496.8,539.9111,12.27070682,0,0,0,0,23.33602273,20.49704545,26.175,5.677954545,2.390909091,201.31
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Hybrid indica,Liangyoupeijiu,MN,15,AMB,3,1084.593,14.65666216,0,11,0,0,25.7527027,22.89513514,28.61027027,5.715135135,2.791891892,550.25,618.2313,13.15385745,0,0,0,0,21.86074468,18.66744681,25.05404255,6.386595745,2.138297872,150.44
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Hybrid indica,Liangyoupeijiu,MN,15,FACE,3,1073.2986,14.906925,0,11,0,0,25.86076389,22.98111111,28.74041667,5.759305556,2.804166667,527.58,644.0159,13.14318163,0,0,0,0,21.93428571,18.74755102,25.12102041,6.373469388,2.151020408,170.63
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Indica,Yangdao6,MN,15,AMB,3,1037.8006,14.82572286,0,11,0,0,25.8745,23.01428571,28.73471429,5.720428571,2.808571429,527.23,564.5331,12.54518,0,0,0,0,22.51633333,19.48866667,25.544,6.055333333,2.255555556,198.57
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Indica,Yangdao6,MN,15,FACE,3,1037.8006,14.82572286,0,11,0,0,25.8745,23.01428571,28.73471429,5.720428571,2.808571429,527.23,564.5331,12.54518,0,0,0,0,22.51633333,19.48866667,25.544,6.055333333,2.255555556,198.57
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Indica,Yangfuxian6,MN,15,AMB,3,1017.0734,14.95696176,0,11,0,0,25.85492647,22.98397059,28.72588235,5.741911765,2.801470588,498.18,578.7981,12.58256739,0,0,0,0,22.82467391,19.83108696,25.81826087,5.987173913,2.308695652,200.48
Zhou J,2020,2014,Jiangdu,119.5,32.4,China,Indica,Yangfuxian6,MN,15,FACE,3,1017.0734,14.95696176,0,11,0,0,25.85492647,22.98397059,28.72588235,5.741911765,2.801470588,498.18,578.7981,12.58256739,0,0,0,0,22.82467391,19.83108696,25.81826087,5.987173913,2.308695652,200.48
Zhang GY,2020,2016,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,AMB,4,1281.7462,17.80203056,0,0,0,0,23.00715278,19.07930556,26.935,7.855694444,2.172222222,291.1,725.5622,17.27529048,1,0,0,0,26.5072619,23.00238095,30.01214286,7.009761905,2.707142857,288.62
Zhang GY,2020,2016,Tsukuba,140.07,36.08,Japan,Japonica,Koshihikari,MN,8,FACE,4,1261.5352,17.76810141,0,0,0,0,22.96401408,19.02732394,26.90070423,7.873380282,2.163380282,286.49,732.4512,17.43931429,1,0,0,0,26.52380952,22.98261905,30.065,7.082380952,2.70952381,288.57
Zhang GY,2020,2016,Tsukuba,140.07,36.08,Japan,Indica,Takanari,MN,8,AMB,4,1398.0812,17.92411795,0,0,0,0,23.32032051,19.39615385,27.24448718,7.848333333,2.226923077,319.17,660.7742,15.73271905,1,0,0,0,26.03583333,22.71833333,29.35333333,6.635,2.647619048,292.67
Zhang GY,2020,2016,Tsukuba,140.07,36.08,Japan,Indica,Takanari,MN,8,FACE,4,1351.2752,17.77993684,0,0,0,0,23.18828947,19.27434211,27.10223684,7.827894737,2.209210526,319.12,691.4726,16.46363333,1,0,0,0,26.23583333,22.8297619,29.64190476,6.812142857,2.669047619,289.92
Gao B,2021,2017,Jiangdu,119.5,32.4,China,Japonica,Wuyujing27,MN,22.5,AMB,3,1374.2241,16.96572963,10,33,6,4,28.10765432,25.1062963,31.10901235,6.002716049,3.055555556,577.16,597.8131,11.27949245,0,0,0,0,19.64641509,16.42490566,22.86792453,6.443018868,1.888679245,257.92
Gao B,2021,2017,Jiangdu,119.5,32.4,China,Japonica,Wuyujing27,MN,22.5,FACE,3,1314.483,17.29582895,10,33,6,4,28.36730263,25.36026316,31.37434211,6.014078947,3.086842105,532.23,611.4577,10.9188875,0,0,0,0,20.28508929,17.18678571,23.38339286,6.196607143,1.982142857,317.32
Gao B,2021,2018,Jiangdu,119.5,32.4,China,Japonica,Wuyujing27,MN,22.5,AMB,3,1442.163,17.80448148,0,31,0,0,28.01407407,25.01444444,31.0137037,5.999259259,3.085185185,533.76,768.1036,14.49252075,0,0,0,0,19.88669811,15.9345283,23.83886792,7.904339623,1.737735849,80.24
Gao B,2021,2018,Jiangdu,119.5,32.4,China,Japonica,Wuyujing27,MN,22.5,FACE,3,1362.0498,17.92170789,0,31,0,0,28.25861842,25.27671053,31.24052632,5.963815789,3.136842105,533.21,811.6758,14.49421071,0,1,0,0,20.55910714,16.75517857,24.36303571,7.607857143,1.8375,84.06
Jiang Q,2019,2012,Jiangdu,119.5,32.4,China,Japonica,Wuyujing23,MN,22.5,AMB,3,1427.4184,17.62244938,3,29,0,0,27.77555556,24.51654321,31.0345679,6.518024691,2.809876543,489.6,803.0021,15.15098302,0,0,0,0,19.98433962,15.6309434,24.33773585,8.706792453,1.594339623,109.6
